state_id,state_name,mandi_id,mandi_name,first_enam_trade_date,district,state_clean,meta_mandi_id,adopt_period,adopt_year
33,BIHAR,4048,MOTIHARI,2022-07-01,East Champaran,Bihar,44.0,24271.0,2022.0
33,BIHAR,4049,MUSALLAHPUR,2022-06-01,Patna,Bihar,51.0,24270.0,2022.0
33,BIHAR,4050,MUZAFFARPUR,2022-06-01,Muzaffarpur,Bihar,49.0,24270.0,2022.0
33,BIHAR,4051,SAMASTIPUR,2022-07-01,Samastipur,Bihar,54.0,24271.0,2022.0
33,BIHAR,4053,SASARAM,2022-07-01,Rohtas,Bihar,53.0,24271.0,2022.0
33,BIHAR,4054,SINGHESWAR,2022-07-01,Madhepura,Bihar,48.0,24271.0,2022.0
526,CHANDIGARH,525,CHANDIGARH SECTOR-26,2018-10-01,South Andaman,Andaman & Nicobar Islands,1.0,24226.0,2018.0
100,CHHATTISGARH,341,BALOD,2018-10-01,Balod,Chhattisgarh,59.0,24226.0,2018.0
33,BIHAR,4055,SITAMARHI,2022-07-01,Sitamarhi,Bihar,56.0,24271.0,2022.0
100,CHHATTISGARH,105,BHATAPARA,2018-10-01,Baloda Bazaar,Chhattisgarh,60.0,24226.0,2018.0
100,CHHATTISGARH,339,BILASPUR,2018-11-01,Bilaspur,Chhattisgarh,63.0,24227.0,2018.0
100,CHHATTISGARH,338,DHAMTARI,2018-10-01,Dhamtari,Chhattisgarh,64.0,24226.0,2018.0
100,CHHATTISGARH,336,DURG,2018-10-01,Durg,Chhattisgarh,66.0,24226.0,2018.0
100,CHHATTISGARH,103,KAWARADHA,2018-10-01,South Andaman,Andaman & Nicobar Islands,1.0,24226.0,2018.0
100,CHHATTISGARH,340,JAGDALPUR,2018-10-01,Bastar,Chhattisgarh,61.0,24226.0,2018.0
100,CHHATTISGARH,104,KURUD,2018-10-01,Dhamtari,Chhattisgarh,65.0,24226.0,2018.0
100,CHHATTISGARH,343,MUNGELI,2018-10-01,Mungeli,Chhattisgarh,73.0,24226.0,2018.0
100,CHHATTISGARH,344,PATELPALI RAIGARH,2018-12-01,Raigarh,Chhattisgarh,74.0,24228.0,2018.0
100,CHHATTISGARH,101,NAVAPARA,2018-10-01,South Andaman,Andaman & Nicobar Islands,1.0,24226.0,2018.0
100,CHHATTISGARH,342,RAJIM,2018-10-01,Gariyaband,Chhattisgarh,67.0,24226.0,2018.0
100,CHHATTISGARH,337,RAIPUR,2018-10-01,Raipur,Chhattisgarh,76.0,24226.0,2018.0
100,CHHATTISGARH,102,RAJNANDGAON,2018-10-01,Rajnandgaon,Chhattisgarh,77.0,24226.0,2018.0
100,CHHATTISGARH,4978,KANKER,2023-03-01,Kanker,Chhattisgarh,70.0,24279.0,2023.0
100,CHHATTISGARH,4979,SARAIPALI,2023-03-01,Mahasamund,Chhattisgarh,72.0,24279.0,2023.0
100,CHHATTISGARH,4980,BEMETARA,2023-03-01,Bemetara,Chhattisgarh,62.0,24279.0,2023.0
100,CHHATTISGARH,4981,KATGHORA,2023-03-01,Korba,Chhattisgarh,71.0,24279.0,2023.0
100,CHHATTISGARH,4982,AMBIKAPUR,2023-03-01,Sarguja,Chhattisgarh,78.0,24279.0,2023.0
100,CHHATTISGARH,4983,JASHPUR,2023-03-01,South Andaman,Andaman & Nicobar Islands,1.0,24279.0,2023.0
34,GOA,3907,CANACONA MARKET YARD,2022-06-01,South Goa,Goa,83.0,24270.0,2022.0
34,GOA,3906,CURCHOREM MARKET YARD,2022-06-01,South Goa,Goa,84.0,24270.0,2022.0
34,GOA,3904,MAPUSA MARKET YARD,2022-06-01,North Goa,Goa,79.0,24270.0,2022.0
34,GOA,3903,MARGAO MAIN MARKET YARD,2022-06-01,South Goa,Goa,85.0,24270.0,2022.0
34,GOA,3908,PONDA MARKET YARD,2022-06-01,North Goa,Goa,80.0,24270.0,2022.0
34,GOA,3902,SANQUELIM MARKET YARD,2022-06-01,North Goa,Goa,81.0,24270.0,2022.0
34,GOA,3901,VALPOI MARKET YARD,2022-06-01,North Goa,Goa,82.0,24270.0,2022.0
22,GUJARAT,553,AMRELI,2018-10-01,Amreli,Gujarat,93.0,24226.0,2018.0
22,GUJARAT,232,AHMEDABAD,2018-10-01,Ahmedabad,Gujarat,86.0,24226.0,2018.0
22,GUJARAT,541,ANAND,2021-09-01,Anand,Gujarat,99.0,24261.0,2021.0
22,GUJARAT,665,ANJAR,2018-11-01,Kutch,Gujarat,164.0,24227.0,2018.0
22,GUJARAT,542,BABRA,2019-01-01,Amreli,Gujarat,94.0,24229.0,2019.0
22,GUJARAT,650,BAGASARA,2022-02-01,Amreli,Gujarat,95.0,24266.0,2022.0
22,GUJARAT,812,BARDOLI APMC,2020-04-01,Surat,Gujarat,206.0,24244.0,2020.0
22,GUJARAT,803,BAVLA APMC,2020-04-01,Ahmedabad,Gujarat,87.0,24244.0,2020.0
22,GUJARAT,834,BAYAD APMC,2020-05-01,Aravalli,Gujarat,104.0,24245.0,2020.0
22,GUJARAT,233,BHABHAR,2019-01-01,Banaskantha,Gujarat,108.0,24229.0,2019.0
22,GUJARAT,543,BHAVNAGAR,2018-10-01,Bhavnagar,Gujarat,120.0,24226.0,2018.0
22,GUJARAT,234,BHESAN,2018-10-01,Junagadh,Gujarat,154.0,24226.0,2018.0
22,GUJARAT,656,BHARUCH,2019-08-01,Bharuch,Gujarat,117.0,24236.0,2019.0
22,GUJARAT,235,BHILODA,2018-10-01,Aravalli,Gujarat,105.0,24226.0,2018.0
22,GUJARAT,555,BODELI,2018-11-01,Chhota Udaipur,Gujarat,130.0,24227.0,2018.0
22,GUJARAT,554,BHUJ,2019-07-01,Kutch,Gujarat,165.0,24235.0,2019.0
22,GUJARAT,652,BORSAD,2018-11-01,Anand,Gujarat,100.0,24227.0,2018.0
22,GUJARAT,236,BILIMORA,2022-02-01,Navsari,Gujarat,183.0,24266.0,2022.0
22,GUJARAT,40,BOTAD,2018-10-01,Botad,Gujarat,128.0,24226.0,2018.0
22,GUJARAT,835,CHIKHLI APMC,2020-04-01,Navsari,Gujarat,184.0,24244.0,2020.0
22,GUJARAT,825,CHOTILA APMC,2020-04-01,Surendranagar,Gujarat,211.0,24244.0,2020.0
22,GUJARAT,237,DAHOD,2018-10-01,Dahod,Gujarat,132.0,24226.0,2018.0
22,GUJARAT,828,DEDIYAPADA APMC,2020-04-01,Narmada,Gujarat,179.0,24244.0,2020.0
22,GUJARAT,238,DEESA,2018-10-01,Banaskantha,Gujarat,109.0,24226.0,2018.0
22,GUJARAT,815,DABHOI APMC,2020-04-01,Vadodara,Gujarat,221.0,24244.0,2020.0
22,GUJARAT,556,DEHGAM,2018-10-01,Gandhinagar,Gujarat,140.0,24226.0,2018.0
22,GUJARAT,830,DEVGADHBARIA APMC,2020-04-01,South Andaman,Andaman & Nicobar Islands,1.0,24244.0,2020.0
22,GUJARAT,239,DHANERA,2019-10-01,Banaskantha,Gujarat,111.0,24238.0,2019.0
22,GUJARAT,802,DHANDHUKA APMC,2020-04-01,Ahmedabad,Gujarat,88.0,24244.0,2020.0
22,GUJARAT,651,DHARI,2019-11-01,Amreli,Gujarat,96.0,24239.0,2019.0
22,GUJARAT,240,DHOALKA,2021-10-01,Ahmedabad,Gujarat,89.0,24262.0,2021.0
22,GUJARAT,544,DHORAJI,2019-07-01,Rajkot,Gujarat,193.0,24235.0,2019.0
22,GUJARAT,241,DHROL,2018-10-01,Jamnagar,Gujarat,149.0,24226.0,2018.0
22,GUJARAT,658,GADHADA,2018-10-01,Botad,Gujarat,129.0,24226.0,2018.0
22,GUJARAT,831,FATEHPURA APMC,2020-04-01,Dahod,Gujarat,134.0,24244.0,2020.0
22,GUJARAT,808,GANDHINAGAR APMC,2020-05-01,Gandhinagar,Gujarat,141.0,24245.0,2020.0
22,GUJARAT,806,GARIYADHAR APMC,2020-05-01,Bhavnagar,Gujarat,121.0,24245.0,2020.0
22,GUJARAT,242,GODHRA,2018-10-01,Panchamahal,Gujarat,187.0,24226.0,2018.0
22,GUJARAT,243,HALVAD,2018-10-01,Morbi,Gujarat,176.0,24226.0,2018.0
22,GUJARAT,669,GONDAL,2018-10-01,Rajkot,Gujarat,194.0,24226.0,2018.0
22,GUJARAT,24,HIMMATNAGAR,2018-10-01,Sabarkantha,Gujarat,201.0,24226.0,2018.0
22,GUJARAT,836,IDAR APMC,2020-05-01,Sabarkantha,Gujarat,202.0,24245.0,2020.0
22,GUJARAT,245,JAMKHAMBHALIYA,2019-08-01,Devbhoomi Dwarka,Gujarat,139.0,24236.0,2019.0
22,GUJARAT,244,JAM JODHPUR,2021-12-01,Jamnagar,Gujarat,150.0,24264.0,2021.0
22,GUJARAT,557,JAMKANDORNA,2021-12-01,Rajkot,Gujarat,195.0,24264.0,2021.0
22,GUJARAT,247,JASDAN,2018-10-01,Rajkot,Gujarat,196.0,24226.0,2018.0
22,GUJARAT,545,JETPUR,2018-10-01,Rajkot,Gujarat,197.0,24226.0,2018.0
22,GUJARAT,246,JAMNAGAR,2019-05-01,Jamnagar,Gujarat,151.0,24233.0,2019.0
22,GUJARAT,248,JUNAGADH,2018-10-01,Junagadh,Gujarat,155.0,24226.0,2018.0
22,GUJARAT,268,JHALOD,2019-07-01,Dahod,Gujarat,135.0,24235.0,2019.0
22,GUJARAT,804,JHAGADIYA APMC,2020-05-01,Bharuch,Gujarat,118.0,24245.0,2020.0
22,GUJARAT,811,KADI APMC,2020-04-01,Mehsana,Gujarat,170.0,24244.0,2020.0
22,GUJARAT,546,KAPADWANJ,2018-10-01,Kheda,Gujarat,158.0,24226.0,2018.0
22,GUJARAT,661,KALAVAD,2022-03-01,Jamnagar,Gujarat,152.0,24267.0,2022.0
22,GUJARAT,558,KALOL,2019-07-01,Gandhinagar,Gujarat,142.0,24235.0,2019.0
22,GUJARAT,547,KARJAN,2021-10-01,Vadodara,Gujarat,223.0,24262.0,2021.0
22,GUJARAT,821,KATHLAL APMC,2020-04-01,Kheda,Gujarat,159.0,24244.0,2020.0
22,GUJARAT,653,KHAMBHAT,2018-10-01,Anand,Gujarat,101.0,24226.0,2018.0
22,GUJARAT,663,KESHOD,2021-12-01,Junagadh,Gujarat,156.0,24264.0,2021.0
22,GUJARAT,249,KODINAR,2019-04-01,Gir Somnath,Gujarat,144.0,24232.0,2019.0
22,GUJARAT,820,KOSAMBA APMC,2020-04-01,Surat,Gujarat,207.0,24244.0,2020.0
22,GUJARAT,833,LIMKHEDA APMC,2020-04-01,Dahod,Gujarat,136.0,24244.0,2020.0
22,GUJARAT,559,LALPUR,2021-12-01,Jamnagar,Gujarat,153.0,24264.0,2021.0
22,GUJARAT,162,MAHUVA,2018-10-01,Bhavnagar,Gujarat,122.0,24226.0,2018.0
22,GUJARAT,162,MAHUVA,2018-10-01,Surat,Gujarat,208.0,24226.0,2018.0
22,GUJARAT,664,MAHEMDAVAD,2018-10-01,Kheda,Gujarat,160.0,24226.0,2018.0
22,GUJARAT,813,MAHUVA APMC GJ,2020-04-01,South Andaman,Andaman & Nicobar Islands,1.0,24244.0,2020.0
22,GUJARAT,837,LUNAWADA APMC,2020-05-01,Mahisagar,Gujarat,168.0,24245.0,2020.0
22,GUJARAT,819,MANADAL APMC,2020-04-01,South Andaman,Andaman & Nicobar Islands,1.0,24244.0,2020.0
22,GUJARAT,548,MEHSANA,2018-10-01,Mehsana,Gujarat,171.0,24226.0,2018.0
22,GUJARAT,560,MORBI,2019-01-01,Morbi,Gujarat,177.0,24229.0,2019.0
22,GUJARAT,816,MATAR APMC,2020-04-01,Kheda,Gujarat,161.0,24244.0,2020.0
22,GUJARAT,809,MANDVI APMC,2020-04-01,Kutch,Gujarat,166.0,24244.0,2020.0
22,GUJARAT,809,MANDVI APMC,2020-04-01,Surat,Gujarat,209.0,24244.0,2020.0
22,GUJARAT,565,MODASA,2018-10-01,Aravalli,Gujarat,107.0,24226.0,2018.0
22,GUJARAT,549,NADIAD,2019-01-01,Kheda,Gujarat,162.0,24229.0,2019.0
22,GUJARAT,251,NIZAR,2018-10-01,Tapi,Gujarat,216.0,24226.0,2018.0
22,GUJARAT,838,NAVSARI APMC,2020-05-01,Navsari,Gujarat,185.0,24245.0,2020.0
22,GUJARAT,561,PALANPUR,2019-01-01,Banaskantha,Gujarat,113.0,24229.0,2019.0
22,GUJARAT,673,PADARA,2019-01-01,Vadodara,Gujarat,224.0,24229.0,2019.0
22,GUJARAT,655,PANTHAWADA,2018-10-01,Banaskantha,Gujarat,114.0,24226.0,2018.0
22,GUJARAT,45,PATAN,2018-10-01,Patan,Gujarat,189.0,24226.0,2018.0
22,GUJARAT,805,PALITANA APMC,2020-04-01,Bhavnagar,Gujarat,123.0,24244.0,2020.0
22,GUJARAT,822,PATDI APMC,2020-04-01,Surendranagar,Gujarat,213.0,24244.0,2020.0
22,GUJARAT,252,PAVI-JETPUR,2018-11-01,Chhota Udaipur,Gujarat,131.0,24227.0,2018.0
22,GUJARAT,253,PETALAD,2019-11-01,Anand,Gujarat,102.0,24239.0,2019.0
22,GUJARAT,254,PORBANDAR,2018-10-01,Porbandar,Gujarat,192.0,24226.0,2018.0
22,GUJARAT,824,PRANTIJ APMC,2020-04-01,Sabarkantha,Gujarat,203.0,24244.0,2020.0
22,GUJARAT,255,RAJKOT,2018-10-01,Rajkot,Gujarat,198.0,24226.0,2018.0
22,GUJARAT,550,RAJULA,2018-10-01,Amreli,Gujarat,97.0,24226.0,2018.0
22,GUJARAT,839,RADHANPUR APMC,2020-04-01,Patan,Gujarat,190.0,24244.0,2020.0
22,GUJARAT,666,RAPAR,2019-08-01,Kutch,Gujarat,167.0,24236.0,2019.0
22,GUJARAT,827,RAJPIPLA APMC,2020-04-01,Narmada,Gujarat,180.0,24244.0,2020.0
22,GUJARAT,256,SANAND,2019-05-01,Ahmedabad,Gujarat,91.0,24233.0,2019.0
22,GUJARAT,257,SAVARKUNDLA,2018-12-01,Amreli,Gujarat,98.0,24228.0,2018.0
22,GUJARAT,258,SAVLI,2018-10-01,Vadodara,Gujarat,225.0,24226.0,2018.0
22,GUJARAT,832,SANJELI APMC,2020-04-01,Dahod,Gujarat,137.0,24244.0,2020.0
22,GUJARAT,551,SIDDHPUR,2018-10-01,Patan,Gujarat,191.0,24226.0,2018.0
22,GUJARAT,826,SELAMBA APMC,2020-04-01,South Andaman,Andaman & Nicobar Islands,1.0,24244.0,2020.0
22,GUJARAT,814,SONGADH APMC,2020-05-01,Tapi,Gujarat,217.0,24245.0,2020.0
22,GUJARAT,818,SIHOR APMC,2020-05-01,Bhavnagar,Gujarat,124.0,24245.0,2020.0
22,GUJARAT,259,TALOD,2018-10-01,Sabarkantha,Gujarat,204.0,24226.0,2018.0
22,GUJARAT,552,TARAPUR,2018-10-01,Anand,Gujarat,103.0,24226.0,2018.0
22,GUJARAT,840,TALAJA APMC,2020-05-01,Bhavnagar,Gujarat,125.0,24245.0,2020.0
22,GUJARAT,260,THARA,2018-10-01,Banaskantha,Gujarat,115.0,24226.0,2018.0
22,GUJARAT,261,THARAD,2018-10-01,Banaskantha,Gujarat,116.0,24226.0,2018.0
22,GUJARAT,823,THASRA APMC,2020-04-01,Kheda,Gujarat,163.0,24244.0,2020.0
22,GUJARAT,829,TILAKWADA APMC,2020-04-01,South Andaman,Andaman & Nicobar Islands,1.0,24244.0,2020.0
22,GUJARAT,841,UNA APMC,2020-04-01,Gir Somnath,Gujarat,146.0,24244.0,2020.0
22,GUJARAT,807,UMRALA APMC,2020-05-01,Bhavnagar,Gujarat,126.0,24245.0,2020.0
22,GUJARAT,262,VADHVAN,2018-10-01,South Andaman,Andaman & Nicobar Islands,1.0,24226.0,2018.0
22,GUJARAT,562,UPLETA,2019-07-01,Rajkot,Gujarat,199.0,24235.0,2019.0
22,GUJARAT,810,UNAVA APMC,2020-04-01,Mehsana,Gujarat,172.0,24244.0,2020.0
22,GUJARAT,842,VADALI APMC,2020-04-01,Sabarkantha,Gujarat,205.0,24244.0,2020.0
22,GUJARAT,263,VADODARA,2018-11-01,Vadodara,Gujarat,226.0,24227.0,2018.0
22,GUJARAT,843,VALIA APMC,2020-04-01,Bharuch,Gujarat,119.0,24244.0,2020.0
22,GUJARAT,264,VALSAD,2018-11-01,Valsad,Gujarat,229.0,24227.0,2018.0
22,GUJARAT,817,VALABHIPUR APMC,2020-05-01,Bhavnagar,Gujarat,127.0,24245.0,2020.0
22,GUJARAT,265,VIJAPUR,2018-10-01,Mehsana,Gujarat,174.0,24226.0,2018.0
22,GUJARAT,563,VINCHHIYA,2018-10-01,Rajkot,Gujarat,200.0,24226.0,2018.0
22,GUJARAT,266,VISAVADAR,2018-10-01,Junagadh,Gujarat,157.0,24226.0,2018.0
22,GUJARAT,267,VISNAGAR,2018-10-01,Mehsana,Gujarat,175.0,24226.0,2018.0
22,GUJARAT,564,VYARA,2019-07-01,Tapi,Gujarat,220.0,24235.0,2019.0
22,GUJARAT,844,WANKANER APMC,2020-04-01,Morbi,Gujarat,178.0,24244.0,2020.0
22,GUJARAT,5053,AHWA,2023-03-01,Dang,Gujarat,138.0,24279.0,2023.0
22,GUJARAT,5054,DESAR,2023-03-01,Vadodara,Gujarat,222.0,24279.0,2023.0
22,GUJARAT,5055,DHANGADRA,2023-03-01,South Andaman,Andaman & Nicobar Islands,1.0,24279.0,2023.0
22,GUJARAT,5057,KUKARMUDA,2023-03-01,South Andaman,Andaman & Nicobar Islands,1.0,24279.0,2023.0
22,GUJARAT,5056,KAPRADA,2023-03-01,Valsad,Gujarat,227.0,24279.0,2023.0
22,GUJARAT,5058,MANDVI,2023-03-01,Kutch,Gujarat,166.0,24279.0,2023.0
22,GUJARAT,5058,MANDVI,2023-03-01,Surat,Gujarat,209.0,24279.0,2023.0
22,GUJARAT,5059,PARDI,2023-03-01,Valsad,Gujarat,228.0,24279.0,2023.0
22,GUJARAT,5060,UNCHAL,2023-03-01,South Andaman,Andaman & Nicobar Islands,1.0,24279.0,2023.0
22,GUJARAT,5061,VASDA,2023-03-01,Navsari,Gujarat,186.0,24279.0,2023.0
22,GUJARAT,5064,VERAVAL,2023-03-01,Gir Somnath,Gujarat,147.0,24279.0,2023.0
22,GUJARAT,5093,TALALAGIR,2023-03-01,Gir Somnath,Gujarat,145.0,24279.0,2023.0
22,GUJARAT,5094,BHANVAD,2023-03-01,Jamnagar,Gujarat,148.0,24279.0,2023.0
22,GUJARAT,5096,MAANSA,2023-03-01,South Andaman,Andaman & Nicobar Islands,1.0,24279.0,2023.0
22,GUJARAT,5095,LAKHANI,2023-03-01,South Andaman,Andaman & Nicobar Islands,1.0,24279.0,2023.0
22,GUJARAT,5097,MALPUR,2023-03-01,Aravalli,Gujarat,106.0,24279.0,2023.0
22,GUJARAT,5098,VIRAMGAM,2023-03-01,Ahmedabad,Gujarat,92.0,24279.0,2023.0
22,GUJARAT,5128,CHANASMA ,2023-03-01,Patan,Gujarat,188.0,24279.0,2023.0
22,GUJARAT,5129,DEODAR,2023-03-01,Banaskantha,Gujarat,110.0,24279.0,2023.0
22,GUJARAT,5131,UNJHA,2023-03-01,Mehsana,Gujarat,173.0,24279.0,2023.0
22,GUJARAT,5130,SURAT,2023-03-01,Surat,Gujarat,210.0,24279.0,2023.0
22,GUJARAT,5132,VALOD,2023-03-01,Tapi,Gujarat,219.0,24279.0,2023.0
32,HARYANA,132,ADAMPUR,2018-10-01,Hisar,Haryana,257.0,24226.0,2018.0
22,GUJARAT,5133,VIRPUR,2023-03-01,Mahisagar,Gujarat,169.0,24279.0,2023.0
32,HARYANA,59,AMBALA,2018-10-01,Ambala,Haryana,230.0,24226.0,2018.0
32,HARYANA,3931,ALEWA,2022-06-01,Jind,Haryana,267.0,24270.0,2022.0
32,HARYANA,277,ASANDH,2018-10-01,Karnal,Haryana,281.0,24226.0,2018.0
32,HARYANA,995,AMBALA CANTT. APMC,2020-05-01,Ambala,Haryana,231.0,24245.0,2020.0
32,HARYANA,996,ATELI APMC,2020-05-01,Mohindergarh,Haryana,301.0,24245.0,2020.0
32,HARYANA,3932,BABAIN,2022-06-01,Kurukshetra,Haryana,290.0,24270.0,2022.0
32,HARYANA,3933,BAHADURGARH,2022-06-01,Jhajjar,Haryana,264.0,24270.0,2022.0
32,HARYANA,3935,BALLABGARH,2022-06-01,Faridabad,Haryana,243.0,24270.0,2022.0
32,HARYANA,3936,BAPOLI,2022-06-01,Panipat,Haryana,312.0,24270.0,2022.0
32,HARYANA,364,BARWALA HISAR,2018-10-01,Hisar,Haryana,258.0,24226.0,2018.0
32,HARYANA,3937,BARARA,2022-06-01,Ambala,Haryana,232.0,24270.0,2022.0
32,HARYANA,997,BARWALA PANCHKULA APMC,2020-05-01,Panchkula,Haryana,309.0,24245.0,2020.0
32,HARYANA,3939,BEHAL,2022-06-01,Bhiwani,Haryana,236.0,24270.0,2022.0
32,HARYANA,3938,BASS,2022-06-01,Hisar,Haryana,259.0,24270.0,2022.0
32,HARYANA,368,BHIWANI,2018-10-01,Bhiwani,Haryana,237.0,24226.0,2018.0
32,HARYANA,3940,BERI,2022-06-01,Jhajjar,Haryana,265.0,24270.0,2022.0
32,HARYANA,998,BHATTU KALAN APMC,2020-05-01,Fatehabad,Haryana,247.0,24245.0,2020.0
32,HARYANA,3941,BHUNA,2022-06-01,Fatehabad,Haryana,248.0,24270.0,2022.0
32,HARYANA,112,CH DADRI,2018-10-01,South Andaman,Andaman & Nicobar Islands,1.0,24226.0,2018.0
32,HARYANA,356,CHEEKA,2018-10-01,Kaithal,Haryana,274.0,24226.0,2018.0
32,HARYANA,369,CHHACHHRAULI,2018-10-01,Yamuna Nagar,Haryana,332.0,24226.0,2018.0
32,HARYANA,367,DHAND,2018-10-01,Kaithal,Haryana,275.0,24226.0,2018.0
